Study,Equipment,Component,EmissionsKgD
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0.02
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,25.97
Allen2014a,PC,PC,0
Allen2014a,PC,PC,19.4
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,1.64
Allen2014a,PC,PC,14.57
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0.01
Allen2014a,PC,PC,0
Allen2014a,PC,PC,15.26
Allen2014a,PC,PC,2.74
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,16.84
Allen2014a,PC,PC,0.01
Allen2014a,PC,PC,2.98
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,2.3
Allen2014a,PC,PC,2.51
Allen2014a,PC,PC,14.64
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0.06
Allen2014a,PC,PC,0
Allen2014a,PC,PC,14.87
Allen2014a,PC,PC,3.25
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,18.31
Allen2014a,PC,PC,0.1
Allen2014a,PC,PC,9.55
Allen2014a,PC,PC,3.57
Allen2014a,PC,PC,6.91
Allen2014a,PC,PC,3.51
Allen2014a,PC,PC,27.69
Allen2014a,PC,PC,0
Allen2014a,PC,PC,31.71
Allen2014a,PC,PC,0
Allen2014a,PC,PC,1.3
Allen2014a,PC,PC,2.48
Allen2014a,PC,PC,2.85
Allen2014a,PC,PC,0
Allen2014a,PC,PC,8.41
Allen2014a,PC,PC,0.11
Allen2014a,PC,PC,13.2
Allen2014a,PC,PC,23.55
Allen2014a,PC,PC,1.2
Allen2014a,PC,PC,9.85
Allen2014a,PC,PC,3.16
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0.69
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0.71
Allen2014a,PC,PC,0
Allen2014a,PC,PC,2.93
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,1.2
Allen2014a,PC,PC,2.92
Allen2014a,PC,PC,1.25
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,2.94
Allen2014a,PC,PC,0.05
Allen2014a,PC,PC,0.07
Allen2014a,PC,PC,0
Allen2014a,PC,PC,6.51
Allen2014a,PC,PC,1.57
Allen2014a,PC,PC,0
Allen2014a,PC,PC,5.74
Allen2014a,PC,PC,7.49
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,6.35
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,3.19
Allen2014a,PC,PC,2.65
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,2.51
Allen2014a,PC,PC,0
Allen2014a,PC,PC,7.52
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,7.02
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,6.52
Allen2014a,PC,PC,3.25
Allen2014a,PC,PC,0
Allen2014a,PC,PC,1.05
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,2.42
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,7.55
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,3.81
Allen2014a,PC,PC,4.95
Allen2014a,PC,PC,0
Allen2014a,PC,PC,4.34
Allen2014a,PC,PC,2.04
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0.5
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,15.17
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,5.96
Allen2014a,PC,PC,6.25
Allen2014a,PC,PC,6.91
Allen2014a,PC,PC,0
Allen2014a,PC,PC,6.06
Allen2014a,PC,PC,0
Allen2014a,PC,PC,15.4
Allen2014a,PC,PC,0
Allen2014a,PC,PC,1.18
Allen2014a,PC,PC,0
Allen2014a,PC,PC,9.99
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,8.27
Allen2014a,PC,PC,4.89
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0.06
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0.74
Allen2014a,PC,PC,2.56
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,1.11
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,1.28
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,4.66
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,0
Allen2014a,PC,PC,1.5
Allen2014a,PC,PC,0
API1993,NR,TC,0.000096
API1993,NR,TC,0.008853
API1993,NR,TC,0.08201
API1993,NR,TC,3.462741
API1993,NR,TC,0.007393
API1993,NR,TC,0.000661
API1993,NR,TC,0.000076
API1993,NR,OEL,0.595713
API1993,NR,OEL,0.044881
API1993,NR,OEL,0.00097
API1993,NR,VL,0.073511
API1993,NR,VL,0.094031
API1993,NR,VL,0.022625
API1993,NR,VL,0.015532
API1993,NR,VL,0.000605
API1993,NR,VL,0.004827
API1993,NR,VL,0.003558
API1993,NR,VL,0.000024
API1993,NR,VL,0.000766
API1993,NR,VL,0.000011
API1993,NR,VL,0.000182
API1993,NR,OTH,0.000147
API1993,NR,TC,0.135314
API1993,NR,TC,0.001218
API1993,NR,TC,0.000285
API1993,NR,TC,0.000008
API1993,NR,OTH,0.006234
API1993,NR,OEL,3.342541
API1993,NR,OEL,0.010345
API1993,NR,OEL,0.000173
API1993,NR,VL,1.327927
API1993,NR,VL,0.99429
API1993,NR,VL,0.355863
API1993,NR,VL,0.020853
API1993,NR,VL,0.037217
API1993,NR,VL,0.000012
API1993,NR,VL,0.000198
API1993,NR,VL,0.000138
API1993,NR,VL,0.000209
API1993,NR,VL,0.00018
API1993,NR,OTH,0.007927
API1993,NR,OTH,0.048059
API1993,NR,OTH,0.023939
API1993,NR,OTH,0.082542
API1993,NR,OTH,0.089302
API1993,NR,OTH,0.134741
API1993,NR,OTH,0.010352
API1993,NR,OTH,0.285788
API1993,NR,OTH,0.026947
API1993,NR,OTH,0.007221
API1993,NR,OTH,0.031761
API1993,NR,OTH,0.025557
API1993,NR,OTH,0.003175
API1993,NR,OTH,0.013267
API1993,NR,OTH,0.011735
API1993,NR,TC,0.63208
API1993,NR,TC,3.891528
API1993,NR,TC,0.000418
API1993,NR,OTH,0.0761
API1993,NR,OEL,0.002512
API1993,NR,OEL,0.002355
API1993,NR,OEL,0.005198
API1993,NR,OEL,0.00158
API1993,NR,OEL,0.0003
API1993,NR,VL,1.8796
API1993,NR,VL,0.59405
API1993,NR,VL,8.390749
API1993,NR,VL,0.114286
API1993,NR,VL,0.13081
API1993,NR,VL,0.014349
API1993,NR,VL,0.016746
API1993,NR,VL,0.049315
API1993,NR,VL,0.020774
API1993,NR,VL,0.015048
API1993,NR,VL,0.01161
API1993,NR,VL,0.004029
API1993,NR,VL,0.009511
API1993,NR,VL,0.004385
API1993,NR,VL,0.00311
API1993,NR,VL,0.004074
API1993,NR,VL,0.007029
API1993,NR,VL,0.026145
API1993,NR,VL,0.000547
API1993,NR,VL,0.00118
API1993,NR,VL,0.002082
API1993,NR,VL,0.001146
API1993,NR,VL,0.005269
API1993,NR,VL,0.003597
API1993,NR,VL,0.001563
API1993,NR,VL,0.001716
API1993,NR,VL,0.00047
API1993,NR,VL,0.000507
API1993,NR,VL,0.007971
API1993,NR,VL,0.000526
API1993,NR,VL,0.000338
API1993,NR,VL,0.001155
API1993,NR,VL,0.000309
API1993,NR,VL,0.000155
API1993,NR,OTH,0.000038
API1993,NR,TC,0.00257
API1993,NR,TC,0.000491
API1993,NR,TC,0.000338
API1993,NR,TC,0.000123
API1993,NR,TC,0.000081
API1993,NR,TC,0.000089
API1993,NR,TC,0.000015
API1993,NR,OEL,0.015921
API1993,NR,OEL,0.131129
API1993,NR,OEL,0.079753
API1993,NR,OEL,0.026505
API1993,NR,OEL,0.048394
API1993,NR,OEL,0.002359
API1993,NR,OEL,0.006508
API1993,NR,OEL,0.004625
API1993,NR,OEL,0.000064
API1993,NR,OEL,0.000033
API1993,NR,OEL,0.000032
API1993,NR,VL,0.000157
API1993,NR,VL,6.117094
API1993,NR,VL,0.008512
API1993,NR,VL,0.043935
API1993,NR,VL,0.02676
API1993,NR,VL,0.000464
API1993,NR,VL,0.002908
API1993,NR,VL,0.002244
API1993,NR,VL,0.000008
API1993,NR,VL,0.000005
API1993,NR,OTH,0.000068
API1993,NR,OEL,0.000886
API1993,NR,OEL,0.058398
API1993,NR,OTH,0.000318
API1993,NR,OEL,0.001785
API1993,NR,OEL,0.001215
API1993,NR,OEL,0.000273
API1993,NR,TC,0.010116
API1993,NR,TC,0.000118
API1993,NR,OTH,0.001613
API1993,NR,OEL,0.000676
API1993,NR,VL,0.074295
API1993,NR,VL,0.01988
API1993,NR,VL,0.000389
API1993,NR,VL,0.000017
API1993,NR,OTH,0.000008
API1993,NR,OTH,0.000008
API1993,NR,TC,0.36427
API1993,NR,TC,0.064431
API1993,NR,TC,0.002927
API1993,NR,TC,0.000156
API1993,NR,TC,0.000005
API1993,NR,OTH,8.772779
API1993,NR,OEL,0.005828
API1993,NR,OEL,0.000346
API1993,NR,OEL,0.000064
API1993,NR,OEL,0.000012
API1993,NR,PRV,8.036608
API1993,NR,PRV,0.001647
API1993,NR,PRV,0.000086
API1993,NR,VL,0.119878
API1993,NR,VL,0.832093
API1993,NR,VL,1.089504
API1993,NR,VL,0.045528
API1993,NR,VL,0.005925
API1993,NR,VL,6.259037
API1993,NR,VL,1.966038
API1993,NR,VL,0.253835
API1993,NR,VL,1.526948
API1993,NR,VL,0.032076
API1993,NR,VL,0.002774
API1993,NR,VL,0.001901
API1993,NR,VL,0.000668
API1993,NR,VL,0.000006
API1993,NR,VL,0.000006
API1993,NR,VL,0.000004
API1993,NR,OTH,0.003285
API1993,NR,OTH,0.022385
API1993,NR,TC,0.000425
API1993,NR,PRV,0.452658
API1993,NR,PRV,0.002317
API1993,NR,VT,0.203657
API1993,NR,VL,0.005828
API1993,NR,VL,0.026985
API1993,NR,VL,0.000685
API1993,NR,VL,0.001008
API1993,NR,VL,0.00158
API1993,NR,VL,0.001074
API1993,NR,VL,0.004941
API1993,NR,OTH,0.000114
API1993,NR,CS,0.770879
API1993,NR,OEL,0.178386
API1993,NR,OEL,1.531138
API1993,NR,OEL,0.077332
API1993,NR,OEL,0.012727
API1993,NR,OEL,0
API1993,NR,OEL,0
API1993,NR,VT,0.650446
API1993,NR,VT,0.002866
API1993,NR,VT,0.006117
API1993,NR,VL,0.096346
API1993,NR,VL,4.350323
API1993,NR,VL,1.16895
API1993,NR,VL,1.971501
API1993,NR,VL,1.906515
Bell2017,TAV,TV,212.142588
Bell2017,TAV,TV,146.894303
Bell2017,TAV,TV,127.217025
Bell2017,TAV,TV,108.078181
Bell2017,PU,TV,93.148903
Bell2017,CM,REG,79.63913
Bell2017,TAV,TV,35.38973
Bell2017,CM,OTH,35.340782
Bell2017,CM,TC,32.501772
Bell2017,CM,OTH,26.530061
Bell2017,TAV,TV,26.040576
Bell2017,CM,OTH,25.795834
Bell2017,TAV,TV,23.69105
Bell2017,CM,OTH,19.383587
Bell2017,CM,OTH,19.236741
Bell2017,CM,OTH,17.915133
Bell2017,CM,OTH,17.817236
Bell2017,CM,OTH,14.831381
Bell2017,CM,VT,13.362927
Bell2017,TAV,TV,13.362927
Bell2017,CM,PRV,12.197379
Bell2017,CM,PRV,11.920166
Bell2017,CM,OTH,11.365739
Bell2017,CM,OTH,8.712824
Bell2017,CM,OTH,8.517031
Bell2017,PC,PC,8.468082
Bell2017,#N/A,NR,7.761968
Bell2017,SE,REG,7.207542
Bell2017,SE,REG,6.930329
Bell2017,TAV,TV,6.31435
Bell2017,TAV,TV,5.922763
Bell2017,CM,OTH,5.873814
Bell2017,PC,PC,5.726969
Bell2017,CM,OTH,5.67802
Bell2017,PC,PC,5.67802
Bell2017,PU,F,5.544263
Bell2017,SE,OTH,5.544263
Bell2017,PC,PC,5.531175
Bell2017,TAV,TV,5.482227
Bell2017,PC,PC,5.433278
Bell2017,PC,PC,5.38433
Bell2017,TAV,TV,5.237484
Bell2017,WG,OTH,5.188536
Bell2017,SE,OTH,4.989837
Bell2017,PC,PC,4.748
Bell2017,WG,OTH,4.748
Bell2017,#N/A,NR,4.712624
Bell2017,WG,OTH,4.699051
Bell2017,SE,TC,4.650103
Bell2017,SE,OTH,4.503258
Bell2017,#N/A,NR,4.405361
Bell2017,SE,OTH,4.307464
Bell2017,SE,OTH,4.209567
Bell2017,PC,PC,4.160618
Bell2017,PC,PC,4.160618
Bell2017,CM,REG,4.158197
Bell2017,TAV,TV,4.11167
Bell2017,PC,PC,4.062721
Bell2017,PC,PC,4.062721
Bell2017,WG,OTH,3.964825
Bell2017,CM,OTH,3.880984
Bell2017,SE,OTH,3.880984
Bell2017,PC,PC,3.866928
Bell2017,PC,PC,3.817979
Bell2017,TAV,TV,3.671134
Bell2017,PC,PC,3.622185
Bell2017,SE,OTH,3.603771
Bell2017,TAV,TV,3.524289
Bell2017,TAV,OTH,3.426392
Bell2017,PU,OTH,3.230598
Bell2017,#N/A,NR,3.230598
Bell2017,WG,VL,3.181649
Bell2017,PC,PC,3.132701
Bell2017,CM,PRV,3.049345
Bell2017,SE,REG,3.049345
Bell2017,CM,OTH,2.985856
Bell2017,TAV,TV,2.985856
Bell2017,CM,OTH,2.887959
Bell2017,PC,PC,2.887959
Bell2017,WG,OTH,2.887959
Bell2017,PC,PC,2.83901
Bell2017,#N/A,NR,2.772132
Bell2017,SE,OTH,2.772132
Bell2017,PC,PC,2.741113
Bell2017,CM,OTH,2.594268
Bell2017,CM,OTH,2.545319
Bell2017,PC,PC,2.496371
Bell2017,CM,OTH,2.494918
Bell2017,#N/A,NR,2.494918
Bell2017,SE,OTH,2.494918
Bell2017,CM,REG,2.447423
Bell2017,TAV,TV,2.398474
Bell2017,WG,OTH,2.398474
Bell2017,CM,OTH,2.349526
Bell2017,PC,PC,2.300577
Bell2017,CM,PRV,2.217705
Bell2017,#N/A,NR,2.217705
Bell2017,PU,OTH,2.20268
Bell2017,#N/A,NR,2.20268
Bell2017,OTH,TC,2.055835
Bell2017,WG,TC,2.055835
Bell2017,SE,VL,1.957938
Bell2017,WG,OTH,1.940492
Bell2017,PC,PC,1.860041
Bell2017,CM,VT,1.762144
Bell2017,PC,PC,1.762144
Bell2017,CM,VT,1.713196
Bell2017,PC,PC,1.664247
Bell2017,WG,OTH,1.664247
Bell2017,#N/A,NR,1.663279
Bell2017,#N/A,NR,1.663279
Bell2017,WG,TC,1.663279
Bell2017,WG,TC,1.615299
Bell2017,PC,PC,1.56635
Bell2017,WG,OTH,1.56635
Bell2017,PC,PC,1.419505
Bell2017,CM,OTH,1.386066
Bell2017,SE,REG,1.386066
Bell2017,#N/A,NR,1.386066
Bell2017,TAV,TV,1.27266
Bell2017,TAV,TV,1.223711
Bell2017,OTH,OTH,1.174763
Bell2017,CM,PRV,1.108853
Bell2017,PU,F,1.108853
Bell2017,SE,OTH,1.108853
Bell2017,SE,OTH,1.108853
Bell2017,SE,TC,1.108853
Bell2017,WG,PRV,1.108853
Bell2017,#N/A,NR,1.108853
Bell2017,SE,VL,1.076866
Bell2017,SE,OTH,1.027917
Bell2017,TAV,TV,0.978969
Bell2017,TAV,TV,0.978969
Bell2017,SE,VL,0.881072
Bell2017,SE,REG,0.881072
Bell2017,TAV,TV,0.832124
Bell2017,PC,PC,0.832124
Bell2017,WG,OTH,0.832124
Bell2017,CM,OTH,0.831639
Bell2017,CM,PRV,0.831639
Bell2017,CM,OTH,0.831639
Bell2017,#N/A,NR,0.831639
Bell2017,SE,F,0.831639
Bell2017,SE,OTH,0.831639
Bell2017,#N/A,NR,0.831639
Bell2017,TAV,TV,0.783175
Bell2017,PC,PC,0.734227
Bell2017,PC,PC,0.734227
Bell2017,PC,PC,0.685278
Bell2017,SE,VL,0.63633
Bell2017,PC,PC,0.63633
Bell2017,WG,OTH,0.63633
Bell2017,WG,OTH,0.63633
Bell2017,SE,VL,0.587381
Bell2017,PC,PC,0.587381
Bell2017,CM,PRV,0.554426
Bell2017,CM,OTH,0.554426
Bell2017,CM,PRV,0.554426
Bell2017,CM,OTH,0.554426
Bell2017,SE,OTH,0.554426
Bell2017,SE,REG,0.554426
Bell2017,SE,OTH,0.554426
Bell2017,SE,OTH,0.554426
Bell2017,SE,REG,0.554426
Bell2017,SE,PRV,0.554426
Bell2017,NR,REG,0.554426
Bell2017,WG,PRV,0.554426
Bell2017,WG,PRV,0.554426
Bell2017,CM,PRV,0.538433
Bell2017,CM,OTH,0.538433
Bell2017,PC,PC,0.489485
Bell2017,PC,PC,0.489485
Bell2017,SE,REG,0.489485
Bell2017,TAV,TV,0.489485
Bell2017,PC,PC,0.440536
Bell2017,SE,TC,0.440536
Bell2017,TAV,TV,0.440536
Bell2017,WG,OTH,0.440536
Bell2017,SE,TC,0.391588
Bell2017,SE,TC,0.391588
Bell2017,TAV,OTH,0.391588
Bell2017,WG,VL,0.391588
Bell2017,PC,PC,0.342639
Bell2017,PC,PC,0.342639
Bell2017,SE,TC,0.342639
Bell2017,SE,REG,0.342639
Bell2017,SE,OTH,0.342639
Bell2017,TAV,TV,0.342639
Bell2017,CM,OTH,0.293691
Bell2017,OTH,TC,0.293691
Bell2017,SE,REG,0.293691
Bell2017,SE,REG,0.293691
Bell2017,TAV,TV,0.293691
Bell2017,WG,TC,0.293691
Bell2017,WG,OTH,0.293691
Bell2017,WG,TC,0.293691
Bell2017,CIP,CIP,0.277213
Bell2017,SE,REG,0.277213
Bell2017,SE,TC,0.277213
Bell2017,SE,OTH,0.277213
Bell2017,SE,OTH,0.277213
Bell2017,SE,OTH,0.277213
Bell2017,SE,OTH,0.277213
Bell2017,SE,OTH,0.277213
Bell2017,SE,OTH,0.277213
Bell2017,SE,OTH,0.277213
Bell2017,#N/A,NR,0.277213
Bell2017,#N/A,NR,0.277213
Bell2017,WG,OTH,0.277213
Bell2017,#N/A,NR,0.277213
Bell2017,WG,PRV,0.277213
Bell2017,WG,OTH,0.277213
Bell2017,#N/A,NR,0.277213
Bell2017,CIP,CIP,0.277213
Bell2017,#N/A,NR,0.277213
Bell2017,#N/A,NR,0.277213
Bell2017,PC,PC,0.244742
Bell2017,TAV,TV,0.244742
Bell2017,TAV,TV,0.244742
Bell2017,CM,OTH,0.195794
Bell2017,PC,PC,0.195794
Bell2017,SE,VL,0.195794
Bell2017,PC,PC,0.195794
Bell2017,SE,TC,0.195794
Bell2017,TAV,TV,0.195794
Bell2017,TAV,OTH,0.195794
Bell2017,TAV,OTH,0.195794
Bell2017,WG,REG,0.195794
Bell2017,WG,OTH,0.195794
Bell2017,WG,OTH,0.195794
Bell2017,WG,TC,0.195794
Bell2017,WG,OTH,0.195794
Bell2017,WG,OTH,0.195794
Bell2017,SE,OTH,0.146845
Bell2017,CIP,CIP,0.146845
Bell2017,WG,REG,0.146845
Bell2017,PC,PC,0.097897
Bell2017,SE,VL,0.097897
Bell2017,PC,PC,0.097897
Bell2017,SE,TC,0.097897
Bell2017,TAV,TV,0.097897
Bell2017,TAV,TV,0.097897
Bell2017,TAV,OTH,0.097897
Bell2017,TAV,TV,0.097897
Bell2017,WG,OTH,0.097897
Bell2017,TAV,TV,0.048948
ERG2011,NR,OTH,7.38931
ERG2011,NR,TC,0.004089
ERG2011,NR,TC,0.005371
ERG2011,NR,TC,0.023338
ERG2011,NR,OTH,6.365071
ERG2011,NR,TH,12.344792
ERG2011,NR,OTH,13.352659
ERG2011,NR,TH,15.559064
ERG2011,NR,TC,0.015647
ERG2011,NR,OTH,0.022212
ERG2011,NR,OTH,1.383303
ERG2011,NR,TC,2.393953
ERG2011,NR,TC,4.368042
ERG2011,NR,TC,6.238273
ERG2011,NR,OTH,12.931963
ERG2011,NR,OTH,18.174446
ERG2011,NR,TC,0.000473
ERG2011,NR,TC,0.091899
ERG2011,NR,OTH,0.407403
ERG2011,NR,OTH,1.48809
ERG2011,NR,TC,0.004432
ERG2011,NR,OTH,0.012166
ERG2011,NR,TC,0.013546
ERG2011,NR,OTH,0.068634
ERG2011,NR,OTH,0.075859
ERG2011,NR,OTH,0.688972
ERG2011,NR,VL,3.9871
ERG2011,NR,OTH,4.023689
ERG2011,NR,TC,35.197211
ERG2011,NR,OTH,74.865332
ERG2011,NR,TC,0.021686
ERG2011,NR,TC,0.075276
ERG2011,NR,OTH,0.08773
ERG2011,NR,OTH,1.2189
ERG2011,NR,TC,1.405963
ERG2011,NR,TC,2.33069
ERG2011,NR,OTH,5.181701
ERG2011,NR,OTH,15.15924
ERG2011,NR,TV,15.217535
ERG2011,NR,OTH,16.911505
ERG2011,NR,OTH,29.485687
ERG2011,NR,OTH,32.844951
ERG2011,NR,VL,0.005241
ERG2011,NR,OTH,0.008336
ERG2011,NR,TC,0.589544
ERG2011,NR,TC,2.53658
ERG2011,NR,OTH,5.110835
ERG2011,NR,OTH,13.154148
ERG2011,NR,OTH,36.884079
ERG2011,NR,TC,0.03244
ERG2011,NR,OTH,0.863715
ERG2011,NR,OTH,2.49377
ERG2011,NR,OTH,5.583359
ERG2011,NR,OTH,6.387728
ERG2011,NR,OTH,10.338974
ERG2011,NR,OTH,21.65923
ERG2011,NR,OTH,36.850668
ERG2011,NR,TC,0.61927
ERG2011,NR,TH,2.572034
ERG2011,NR,TC,4.017597
ERG2011,NR,OTH,17.269082
ERG2011,NR,VL,1.599911
ERG2011,NR,OTH,2.82917
ERG2011,NR,OTH,5.564362
ERG2011,NR,OTH,9.694185
ERG2011,NR,OTH,13.670774
ERG2011,NR,OTH,19.944331
ERG2011,NR,OTH,33.496105
ERG2011,NR,TH,48.549698
ERG2011,NR,OTH,65.647297
ERG2011,NR,TC,0.002094
ERG2011,NR,VL,0.302465
ERG2011,NR,OTH,0.353101
ERG2011,NR,TC,0.402744
ERG2011,NR,OTH,1.303718
ERG2011,NR,OTH,3.301801
ERG2011,NR,TC,6.158331
ERG2011,NR,TC,6.311612
ERG2011,NR,VL,7.235753
ERG2011,NR,VL,14.501599
ERG2011,NR,OTH,18.934473
ERG2011,NR,VL,22.465436
ERG2011,NR,VL,31.836196
ERG2011,NR,TH,133.440395
ERG2011,NR,TC,0.066733
ERG2011,NR,OTH,0.421069
ERG2011,NR,TC,0.589381
ERG2011,NR,TC,1.262264
ERG2011,NR,OTH,1.393385
ERG2011,NR,OTH,1.670277
ERG2011,NR,TC,2.360366
ERG2011,NR,OTH,2.381358
ERG2011,NR,OTH,3.387465
ERG2011,NR,OTH,10.513756
ERG2011,NR,OTH,11.93857
ERG2011,NR,TP,21.144077
ERG2011,NR,OTH,22.251475
ERG2011,NR,OTH,30.626851
ERG2011,NR,OTH,69.451824
ERG2011,NR,OTH,88.54669
ERG2011,NR,TP,210.920862
ERG2011,NR,TH,258.547231
ERG2011,NR,OTH,26.756985
ERG2011,NR,TC,0.012741
ERG2011,NR,OTH,0.071848
ERG2011,NR,OTH,3.619308
ERG2011,NR,OTH,4.442366
ERG2011,NR,OTH,27.202935
ERG2011,NR,OTH,29.775247
ERG2011,NR,OTH,0.021017
ERG2011,NR,TC,0.06549
ERG2011,NR,OTH,0.266977
ERG2011,NR,OTH,50.814375
ERG2011,NR,TC,0.026568
ERG2011,NR,TC,0.037258
ERG2011,NR,TC,0.138209
ERG2011,NR,OTH,0.465519
ERG2011,NR,TC,0.777003
ERG2011,NR,OTH,2.591384
ERG2011,NR,OTH,2.70599
ERG2011,NR,OTH,2.924973
ERG2011,NR,OTH,3.130206
ERG2011,NR,OTH,3.450977
ERG2011,NR,OTH,7.722999
ERG2011,NR,OTH,8.115327
ERG2011,NR,OTH,10.378439
ERG2011,NR,OTH,10.60904
ERG2011,NR,OTH,12.624395
ERG2011,NR,OTH,17.933603
ERG2011,NR,OTH,19.254759
ERG2011,NR,TP,20.045697
ERG2011,NR,OTH,21.716788
ERG2011,NR,OTH,37.747943
ERG2011,NR,OTH,38.339177
ERG2011,NR,TC,39.415941
ERG2011,NR,OTH,43.387818
ERG2011,NR,OTH,43.769697
ERG2011,NR,OTH,44.166087
ERG2011,NR,OTH,49.137219
ERG2011,NR,OTH,52.02236
ERG2011,NR,OTH,73.283934
ERG2011,NR,OTH,1.881789
ERG2011,NR,TC,2.193994
ERG2011,NR,VL,3.132821
ERG2011,NR,OTH,33.891768
ERG2011,NR,OTH,439.818261
ERG2011,NR,VL,0.034291
ERG2011,NR,TC,4.865054
ERG2011,NR,OTH,0.029118
ERG2011,NR,OTH,6.696557
ERG2011,NR,OTH,25.875353
ERG2011,NR,TH,1.079371
ERG2011,NR,OTH,12.492303
ERG2011,NR,TC,0.055404
ERG2011,NR,TP,10.522291
ERG2011,NR,OTH,1.481032
ERG2011,NR,OTH,2.713199
ERG2011,NR,OTH,41.363051
ERG2011,NR,VL,0.079606
ERG2011,NR,TC,0.419241
ERG2011,NR,VL,1.910201
